WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
2,Brisbane,Brisbane International,01/01/2019,Premier,Outdoor,Hard,1st Round,3,Konta J.,Stephens S.,37,6,1300,5023,6,4,6,3,,,2,0,Completed,2,1.72,2.15,1.78,2.2,1.8,2.1,1.74
2,Brisbane,Brisbane International,01/01/2019,Premier,Outdoor,Hard,1st Round,3,Sevastova A.,Gavrilova D.,11,35,3240,1335,6,3,6,3,,,2,0,Completed,1.4,2.75,1.48,2.83,1.5,3.37,1.44,2.77
2,Brisbane,Brisbane International,01/01/2019,Premier,Outdoor,Hard,1st Round,3,Sasnovich A.,Potapova A.,30,93,1570,648,6,4,7,5,,,2,0,Completed,1.66,2.1,1.66,2.34,1.78,2.62,1.64,2.27
2,Brisbane,Brisbane International,01/01/2019,Premier,Outdoor,Hard,1st Round,3,Kvitova P.,Collins D.,7,36,4630,1319,6,7,7,6,6,3,2,1,Completed,1.2,4.33,1.26,4.21,1.28,4.5,1.24,4.06
2,Brisbane,Brisbane International,01/01/2019,Premier,Outdoor,Hard,2nd Round,3,Osaka N.,Aiava D.,5,247,5115,226,6,3,6,2,,,2,0,Completed,1.14,5.5,1.18,5.56,1.19,6.41,1.16,5.34
2,Brisbane,Brisbane International,01/01/2019,Premier,Outdoor,Hard,2nd Round,3,Tsurenko L.,Birrell K.,27,283,1755,170,6,4,6,3,,,2,0,Completed,1.18,4.5,1.21,5.11,1.22,5.5,1.19,4.78
2,Brisbane,Brisbane International,02/01/2019,Premier,Outdoor,Hard,2nd Round,3,Sevastova A.,Dart H.,11,149,3240,392,6,2,6,0,,,2,0,Completed,1.12,6,1.17,5.94,1.2,6.1,1.16,5.35
2,Brisbane,Brisbane International,02/01/2019,Premier,Outdoor,Hard,2nd Round,3,Kontaveit A.,Kvitova P.,20,7,2480,4630,7,5,7,6,,,2,0,Completed,1.9,1.8,2.01,1.89,2.05,2,1.92,1.89
2,Brisbane,Brisbane International,02/01/2019,Premier,Outdoor,Hard,2nd Round,3,Vekic D.,Bertens K.,34,9,1455,4335,7,6,1,6,7,5,2,1,Completed,2.2,1.61,2.35,1.67,2.35,1.69,2.27,1.64
2,Brisbane,Brisbane International,02/01/2019,Premier,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Bouzkova M.,8,139,4465,431,7,5,6,2,,,2,0,Completed,1.2,4.33,1.24,4.58,1.25,4.7,1.21,4.39
2,Brisbane,Brisbane International,02/01/2019,Premier,Outdoor,Hard,2nd Round,3,Tomljanovic A.,Konta J.,46,37,1082,1300,6,2,7,6,,,2,0,Completed,3.25,1.33,3.18,1.41,3.25,1.45,2.98,1.4
2,Brisbane,Brisbane International,02/01/2019,Premier,Outdoor,Hard,2nd Round,3,Sasnovich A.,Svitolina E.,30,4,1570,5350,6,4,0,6,6,3,2,1,Completed,3.5,1.28,3.81,1.31,3.81,1.33,3.55,1.3
2,Brisbane,Brisbane International,03/01/2019,Premier,Outdoor,Hard,Quarterfinals,3,Osaka N.,Sevastova A.,5,11,5115,3240,3,6,6,0,6,4,2,1,Completed,1.9,1.9,1.93,1.99,2.46,2.05,1.88,1.94
2,Brisbane,Brisbane International,03/01/2019,Premier,Outdoor,Hard,Quarterfinals,3,Tsurenko L.,Kontaveit A.,27,20,1755,2480,7,5,6,3,,,2,0,Completed,2.2,1.66,2.3,1.71,2.47,1.71,2.27,1.64
2,Brisbane,Brisbane International,04/01/2019,Premier,Outdoor,Hard,Quarterfinals,3,Vekic D.,Sasnovich A.,34,30,1455,1570,6,2,6,0,,,2,0,Completed,1.72,2.1,1.83,2.12,1.87,2.2,1.77,2.07
2,Brisbane,Brisbane International,04/01/2019,Premier,Outdoor,Hard,Quarterfinals,3,Pliskova Ka.,Tomljanovic A.,8,46,4465,1082,6,1,1,6,6,1,2,1,Completed,1.33,3.4,1.37,3.43,1.4,3.56,1.35,3.24
2,Brisbane,Brisbane International,05/01/2019,Premier,Outdoor,Hard,Semifinals,3,Tsurenko L.,Osaka N.,27,5,1755,5115,6,2,6,4,,,2,0,Completed,3,1.4,3.23,1.41,3.27,1.44,3,1.4
2,Brisbane,Brisbane International,05/01/2019,Premier,Outdoor,Hard,Semifinals,3,Pliskova Ka.,Vekic D.,8,34,4465,1455,6,3,6,4,,,2,0,Completed,1.66,2.2,1.7,2.32,1.71,2.35,1.67,2.23
2,Brisbane,Brisbane International,06/01/2019,Premier,Outdoor,Hard,The Final,3,Pliskova Ka.,Tsurenko L.,8,27,4465,1755,4,6,7,5,6,2,2,1,Completed,1.61,2.3,1.62,2.49,1.67,2.5,1.6,2.35
3,Shenzhen,Shenzhen Open,30/12/2018,International,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Bogdan A.,42,76,1160,767,6,0,6,1,,,2,0,Completed,1.36,3,1.37,3.32,1.42,3.4,1.36,3.16
3,Shenzhen,Shenzhen Open,30/12/2018,International,Outdoor,Hard,1st Round,3,Zvonareva V.,Kumkhum L.,109,66,534,884,6,3,6,3,,,2,0,Completed,2.2,1.61,2.26,1.7,2.4,1.73,2.27,1.63
3,Shenzhen,Shenzhen Open,30/12/2018,International,Outdoor,Hard,1st Round,3,Rodina E.,Diyas Z.,71,89,805,675,3,6,6,3,7,6,2,1,Completed,3,1.36,3.19,1.4,3.2,1.44,3.01,1.39
3,Shenzhen,Shenzhen Open,30/12/2018,International,Outdoor,Hard,1st Round,3,Wang Yaf.,Schmiedlova A.,70,78,807,759,6,1,6,0,,,2,0,Completed,1.57,2.25,1.55,2.6,1.65,2.6,1.57,2.42
3,Shenzhen,Shenzhen Open,30/12/2018,International,Outdoor,Hard,1st Round,3,Cirstea S.,Linette M.,84,81,725,733,6,3,6,3,,,2,0,Completed,1.8,1.9,1.85,2.05,1.91,2.05,1.83,1.97
3,Shenzhen,Shenzhen Open,30/12/2018,International,Outdoor,Hard,1st Round,3,Parmentier P.,Zheng S.,56,38,981,1224,6,2,3,6,6,2,2,1,Completed,3.25,1.33,3.34,1.37,3.62,1.45,3.15,1.36
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Kudermetova V.,Begu I.,133,67,451,872,3,6,6,1,7,6,2,1,Completed,1.72,2,1.79,2.13,1.91,2.13,1.8,2.02
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Jabeur O.,Zhang S.,60,40,943,1190,6,2,6,3,,,2,0,Completed,2.1,1.66,2.18,1.75,2.35,1.75,2.19,1.68
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Riske A.,Wang Q.,62,21,922,2460,6,3,6,3,,,2,0,Completed,3.4,1.3,3.59,1.33,3.95,1.35,3.52,1.3
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Wang Xin.,Xun F.Y.,309,224,143,262,7,6,6,4,,,2,0,Completed,1.44,2.62,1.45,2.93,1.54,2.93,1.46,2.74
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Jorovic I.,Garcia C.,131,19,459,2660,6,4,6,2,,,2,0,Completed,3.75,1.25,3.86,1.3,4.05,1.3,3.75,1.28
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Alexandrova E.,Jakupovic D.,73,80,803,736,6,3,6,4,,,2,0,Completed,1.44,2.62,1.46,2.92,1.51,2.92,1.45,2.74
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Sharapova M.,Bacsinszky T.,29,191,1602,307,6,2,7,6,,,2,0,Completed,1.33,3.25,1.38,3.26,1.4,3.4,1.35,3.18
3,Shenzhen,Shenzhen Open,31/12/2018,International,Outdoor,Hard,1st Round,3,Sabalenka A.,Maria T.,13,72,3145,804,3,6,6,3,6,1,2,1,Completed,1.2,4.33,1.22,4.83,1.24,5.25,1.2,4.56
3,Shenzhen,Shenzhen Open,01/01/2019,International,Outdoor,Hard,1st Round,3,Pliskova Kr.,Peng S.,94,125,643,473,3,6,7,6,3,3,1,1,Retired,3.4,1.3,3.67,1.32,3.67,1.37,3.36,1.33
3,Shenzhen,Shenzhen Open,01/01/2019,International,Outdoor,Hard,1st Round,3,Niculescu M.,Ostapenko J.,99,22,617,2362,6,0,6,2,,,2,0,Completed,1.83,1.83,1.86,2.03,1.87,2.17,1.79,2.02
3,Shenzhen,Shenzhen Open,01/01/2019,International,Outdoor,Hard,2nd Round,3,Cirstea S.,Parmentier P.,84,56,725,981,6,2,6,2,,,2,0,Completed,1.66,2.1,1.62,2.45,1.7,2.45,1.62,2.3
3,Shenzhen,Shenzhen Open,01/01/2019,International,Outdoor,Hard,2nd Round,3,Zvonareva V.,Jorovic I.,109,131,534,459,7,5,4,6,6,4,2,1,Completed,1.66,2.1,1.7,2.28,1.74,2.3,1.68,2.19
3,Shenzhen,Shenzhen Open,01/01/2019,International,Outdoor,Hard,2nd Round,3,Riske A.,Rodina E.,62,71,922,805,4,6,6,2,6,3,2,1,Completed,1.5,2.5,1.53,2.69,1.55,2.75,1.49,2.63
3,Shenzhen,Shenzhen Open,01/01/2019,International,Outdoor,Hard,2nd Round,3,Kudermetova V.,Pavlyuchenkova A.,133,42,451,1160,6,2,1,6,6,2,2,1,Completed,3.75,1.25,4.41,1.25,4.41,1.33,3.89,1.26
3,Shenzhen,Shenzhen Open,02/01/2019,International,Outdoor,Hard,2nd Round,3,Wang Yaf.,Jabeur O.,70,60,807,943,3,6,6,4,6,4,2,1,Completed,2.25,1.57,2.56,1.58,2.6,1.64,2.45,1.56
3,Shenzhen,Shenzhen Open,02/01/2019,International,Outdoor,Hard,2nd Round,3,Sharapova M.,Wang Xin.,29,309,1602,143,6,7,5,2,,,0,1,Retired,1.07,9,1.08,10.15,1.12,11.25,1.08,8.44
3,Shenzhen,Shenzhen Open,02/01/2019,International,Outdoor,Hard,2nd Round,3,Sabalenka A.,Alexandrova E.,13,73,3145,803,6,3,6,3,,,2,0,Completed,1.3,3.4,1.36,3.47,1.36,3.9,1.32,3.38
3,Shenzhen,Shenzhen Open,02/01/2019,International,Outdoor,Hard,2nd Round,3,Niculescu M.,Pliskova Kr.,99,94,617,643,6,7,6,3,6,4,2,1,Completed,1.33,3.25,1.39,3.26,1.45,3.4,1.36,3.14
3,Shenzhen,Shenzhen Open,04/01/2019,International,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Sharapova M.,13,29,3145,1602,6,1,4,2,,,1,0,Retired,1.57,2.37,1.64,2.45,1.64,2.55,1.59,2.38
3,Shenzhen,Shenzhen Open,04/01/2019,International,Outdoor,Hard,Quarterfinals,3,Riske A.,Cirstea S.,62,84,922,725,7,5,6,1,,,2,0,Completed,1.9,1.9,2.01,1.91,2.01,2,1.93,1.88
3,Shenzhen,Shenzhen Open,04/01/2019,International,Outdoor,Hard,Quarterfinals,3,Zvonareva V.,Kudermetova V.,109,133,534,451,4,6,7,5,6,3,2,1,Completed,1.53,2.5,1.59,2.56,1.59,2.6,1.54,2.48
3,Shenzhen,Shenzhen Open,04/01/2019,International,Outdoor,Hard,Quarterfinals,3,Wang Yaf.,Niculescu M.,70,99,807,617,2,6,7,6,6,1,2,1,Completed,2.62,1.5,2.7,1.54,2.7,1.57,2.55,1.52
3,Shenzhen,Shenzhen Open,05/01/2019,International,Outdoor,Hard,Semifinals,3,Riske A.,Zvonareva V.,62,109,922,534,6,0,1,0,,,1,0,Retired,1.9,1.9,1.9,2.03,1.96,2.05,1.87,1.95
3,Shenzhen,Shenzhen Open,05/01/2019,International,Outdoor,Hard,Semifinals,3,Sabalenka A.,Wang Yaf.,13,70,3145,807,6,2,6,1,,,2,0,Completed,1.2,4.5,1.25,4.51,1.28,4.56,1.23,4.17
3,Shenzhen,Shenzhen Open,05/01/2019,International,Outdoor,Hard,The Final,3,Sabalenka A.,Riske A.,13,62,3145,922,4,6,7,6,6,3,2,1,Completed,1.3,3.5,1.25,4.52,1.33,4.52,1.26,3.97
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Schmiedlova A.,Rodina E.,77,68,759,826,7,5,6,7,6,3,2,1,Completed,2.2,1.61,2.23,1.72,2.27,1.77,2.17,1.69
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Parmentier P.,Perez E.,54,175,1003,331,6,2,5,7,7,5,2,1,Completed,1.44,2.62,1.53,2.67,1.65,2.67,1.56,2.43
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Minnen G.,Kozlova K.,346,97,111,636,6,4,6,0,,,2,0,Completed,2.25,1.57,2.3,1.68,2.52,1.69,2.3,1.62
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Yastremska D.,Siegemund L.,59,110,962,530,6,3,6,1,,,2,0,Completed,1.8,1.9,1.78,2.15,1.85,2.22,1.77,2.05
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Lapko V.,Pavlyuchenkova A.,63,42,896,1160,6,3,3,6,6,3,2,1,Completed,2.75,1.4,3.01,1.43,3.05,1.58,2.85,1.42
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Begu I.,Watson H.,76,93,763,648,6,1,6,4,,,2,0,Completed,2.25,1.57,2.5,1.59,2.55,1.67,2.4,1.58
4,Hobart,Hobart International,07/01/2019,International,Outdoor,Hard,1st Round,3,Jabeur O.,Bogdan A.,58,81,971,739,7,6,6,2,,,2,0,Completed,1.33,3.25,1.37,3.35,1.38,3.5,1.35,3.23
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Kuzmova V.,Babos T.,46,65,1114,886,6,3,6,3,,,2,0,Completed,1.61,2.2,1.77,2.15,1.8,2.31,1.71,2.15
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Blinkova A.,Zhang S.,96,40,639,1190,6,2,0,6,6,2,2,1,Completed,2.25,1.57,2.42,1.62,2.45,1.65,2.34,1.6
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Cornet A.,Bai A.,47,380,1085,89,6,4,6,2,,,2,0,Completed,1.16,5,1.2,5.13,1.21,5.6,1.18,4.94
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Flipkens K.,Jakupovic D.,49,82,1058,736,6,4,7,5,,,2,0,Completed,1.5,2.5,1.57,2.54,1.62,2.6,1.55,2.47
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Bencic B.,Buzarnescu M.,55,25,997,1820,4,6,6,3,7,5,2,1,Completed,1.57,2.25,1.67,2.32,1.69,2.35,1.64,2.26
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Van Uytvanck A.,Brengle M.,51,89,1055,676,7,6,7,5,,,2,0,Completed,1.61,2.2,1.88,2,1.91,2.25,1.83,2
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Hives Z.,Larsson J.,211,75,280,768,7,6,7,6,,,2,0,Completed,1.8,1.9,1.85,2.05,1.91,2.12,1.8,2.02
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Kenin S.,Garcia C.,56,19,994,2660,6,3,6,2,,,2,0,Completed,2.25,1.57,2.48,1.6,2.5,1.67,2.37,1.59
4,Hobart,Hobart International,08/01/2019,International,Outdoor,Hard,1st Round,3,Linette M.,Sakkari M.,86,41,718,1164,3,6,6,2,6,4,2,1,Completed,2.75,1.4,3.13,1.41,3.13,1.47,2.86,1.42
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Schmiedlova A.,Van Uytvanck A.,77,51,759,1055,6,3,6,2,,,2,0,Completed,2.37,1.53,2.68,1.53,2.7,1.59,2.53,1.53
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Flipkens K.,Kuzmova V.,49,46,1058,1114,6,7,6,4,6,1,2,1,Completed,2.5,1.5,2.71,1.53,2.81,1.58,2.6,1.5
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Yastremska D.,Lapko V.,59,63,962,896,6,1,6,4,,,2,0,Completed,1.4,2.75,1.44,3.04,1.51,3.05,1.42,2.86
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Begu I.,Blinkova A.,76,96,763,639,4,6,7,6,6,2,2,1,Completed,2.25,1.57,2.29,1.7,2.35,1.71,2.25,1.65
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Bencic B.,Hives Z.,55,211,997,280,6,2,6,4,,,2,0,Completed,1.3,3.4,1.3,3.91,1.33,3.95,1.29,3.63
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Kenin S.,Jabeur O.,56,58,994,971,7,6,6,3,,,2,0,Completed,1.72,2,1.81,2.12,1.83,2.18,1.77,2.06
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Minnen G.,Linette M.,346,86,111,718,6,1,4,6,7,6,2,1,Completed,2.1,1.66,2.26,1.72,2.38,1.74,2.2,1.67
4,Hobart,Hobart International,09/01/2019,International,Outdoor,Hard,2nd Round,3,Cornet A.,Parmentier P.,47,54,1085,1003,6,3,6,0,,,2,0,Completed,1.44,2.62,1.52,2.74,1.53,2.85,1.48,2.65
4,Hobart,Hobart International,10/01/2019,International,Outdoor,Hard,Quarterfinals,3,Kenin S.,Flipkens K.,56,49,994,1058,7,5,7,5,,,2,0,Completed,1.53,2.5,1.59,2.56,1.59,2.68,1.53,2.52
